KoreaW,-2.387901249,-0.557645538,-1.805367431,-0.764056564,-0.237612657,-2.147331586,-0.390708321,-0.640540265,0.435001774,-0.467126081,-0.530670656,-0.245127131,-0.21931963,-0.408151148,-0.383948581,-0.250354419
KoreaW,-1.169172364,0.497167879,-1.490666149,0.620638607,1.988293136,-0.866491633,0.335503269,1.296667257,2.133181777,-0.38631083,0.38810242,-0.042021794,-0.21931963,-0.276927386,1.640507572,0.432965878
KoreaW,-1.125490325,-0.421591028,-1.397585489,2.933619034,-0.007889545,-2.147331586,0.964896412,2.372893659,2.133181777,-0.507533706,-0.332299196,2.395242255,-0.21931963,-0.460640652,0.628279496,-0.164939382
KoreaW,-0.072753189,-0.781275366,-0.014672814,-0.351884963,-0.60998641,-0.831053373,-0.388071812,-0.14547612,-0.535386799,-0.406514643,-0.864769956,-0.448232469,-0.032252887,-0.67059867,-0.890062619,-0.164939382
KoreaW,0.822728608,0.833394543,0.672351112,-0.386052766,1.571456846,1.725563925,-0.282611477,0.263489912,0.071106059,0.442045486,0.095765532,-0.854443144,-0.593453118,-0.591864414,2.14662161,-0.84825968
KoreaW,0.276703122,-0.617071646,-0.657372614,3.618773398,0.075477713,0.080216159,4.602252689,1.339716313,-0.535386799,0.613777893,-0.84388875,-0.245127131,-0.406386374,-0.696843423,-0.890062619,0.603795953
KoreaW,0.298544141,0.106206642,0.140461621,-0.283549357,0.251475258,0.029590074,-0.097323525,-0.683589321,-0.535386799,-0.568145144,-0.572433068,-1.057548481,-0.593453118,-0.591864414,0.628279496,-0.506599531
KoreaW,0.516954336,-0.836009939,0.162623683,-0.076744234,0.73315275,-0.375418607,-0.270893661,-0.317672345,-0.535386799,-0.396412737,-0.97961659,-0.448232469,-0.406386374,-0.644353918,0.628279496,0.091305729
KoreaW,0.320385161,-1.039309782,-0.369265807,-0.283549357,-0.60998641,0.409285712,-0.224754765,-0.425294985,-0.535386799,-0.921711864,-1.136225637,-0.854443144,-0.593453118,-0.250682634,-0.890062619,-0.84825968
KoreaW,0.167498025,-1.25042885,-0.790344987,-0.386052766,-0.9619815,0.535850925,-0.400521991,-0.532917625,-0.535386799,-0.810590895,-1.188428653,-0.651337806,-0.21931963,1.481471017,-0.890062619,-0.592014568
KoreaW,0.233021083,-0.585794747,-0.125483124,-0.393245987,-0.262622834,-0.223540352,-0.369030363,-0.016328952,-0.535386799,-0.941915676,-0.896091765,-0.651337806,-0.593453118,-0.565619661,-0.890062619,-0.506599531
KoreaW,0.713523511,0.059291294,-0.790344987,-0.47057312,-0.521987637,-0.299479479,-0.136138788,-0.489868569,-0.535386799,-0.618654675,-0.551551862,-0.651337806,-0.406386374,-0.486885404,0.628279496,-0.164939382
KoreaW,0.036451908,1.036694387,0.450730491,-0.288944273,-0.420094322,0.573820489,-0.364636182,-0.963408185,-0.535386799,-0.770183269,0.127087342,-0.042021794,-0.032252887,-0.329416891,-0.890062619,0.091305729
KoreaW,0.123815986,0.207856564,0.362082242,-0.218810362,0.38115766,0.97882917,-0.379283451,-0.877310073,-0.535386799,-0.588348956,-0.405383418,-0.854443144,-0.593453118,-0.565619661,0.628279496,-0.592014568
KoreaW,0.429590258,2.354233756,1.492347409,0.469940613,0.538629147,0.573820489,-0.139800605,-0.575966681,-0.535386799,0.007663515,0.732642323,-0.651337806,-0.406386374,-0.67059867,-0.383948581,-0.506599531
