Korea,-0.666901594,0,-0.668924637,-1.818107316,-1.341277807,-1.433696667,-0.989642112,-1.902772349,-1.853613562,2.701580319,-0.328956644
Korea,-1.106470455,0,-0.293360596,-1.490152978,-1.160083689,-1.046492217,-0.419627999,-1.231035398,-1.211758041,-0.706623776,0.881751543
Korea,-0.625475587,0,0.912625225,-0.398157883,0.519576631,0.275151362,2.552085409,-0.192505991,0.435232721,0.136031733,0.718219777
Korea,-1.152599404,0,1.992752286,-0.199439741,0.264132711,-0.950221602,-0.570830185,-0.41799723,-0.5840616,0.147192765,-0.049999087
Korea,-0.684134576,0,-0.498790237,0.236179149,-0.130800545,0.562618951,-0.486037685,1.25269614,-0.117149076,-0.047398973,-0.620082053
Korea,0.376957099,0,-0.437102759,0.130838595,-0.464521415,-0.269463574,-0.068293147,0.552097139,0.470575753,-0.643736071,2.060070679
Korea,0.257601243,0,-0.378656828,0.823229536,-0.599377761,0.118349966,0.058856071,-0.083176906,1.093096931,-0.594734009,0.109094281
Korea,0.584061573,0,-0.499709065,0.993639934,1.442180352,1.110538037,-0.689626659,0.49227011,-0.256065689,-0.493445174,-0.711723851
Korea,1.362521516,0,1.123289757,0.69499452,-0.203723263,-0.15822277,0.527502087,0.342233333,0.907370619,-0.358297434,-0.622577108
Korea,1.654440185,0,-1.252123145,1.026976184,1.673894785,1.791438514,0.085614221,1.188191152,1.116371944,-0.14056938,-1.435797538
China,0.24773768,0,0.800798387,0.773304686,-0.65115633,-0.173517003,-0.595088333,-0.245933881,-0.317474439,-0.176998668,-0.479533757
China,1.241911281,0,0.805045201,0.777457684,0.106255167,-0.126307319,-0.443047839,1.949031178,0.049689418,-0.111502034,0.758524209
China,-1.195427533,0,-0.328911779,-0.331449146,-1.273835656,-0.62013198,-0.672709937,-0.583551124,-0.654363863,-0.592871055,-0.949600413
China,-0.810065538,0,-0.197688806,-0.203125008,-1.11247922,-0.406888635,-0.563277518,-0.020219819,-0.691986658,-0.665443416,-1.360181389
China,-0.511692613,0,0.527108583,0.505660942,0.166739949,-0.206122108,-0.291723041,0.421784718,-0.421861771,-0.340573085,-0.081021153
China,0.570362402,0,-0.903053945,-0.892907984,-0.071448904,-0.827015817,2.361395398,-1.123232481,2.687862065,2.762577673,-0.987468817
China,1.847347458,0,-0.903053945,-0.892907984,2.311813014,2.690504215,1.272879596,1.202452287,0.344574255,-0.146827783,0.783942503
China,-0.095807237,0,-0.903053945,-0.892907984,0.540962336,0.236140766,-0.398873635,-0.222336607,-0.043106456,0.135381133,1.90812804
China,-1.129014587,0,2.005864196,-0.892907984,-0.139324364,-0.616682541,-0.421360613,-1.365584346,-0.554520136,-0.456264892,-0.04415072
China,-0.165351313,0,-0.903053945,2.04978278,0.122474008,0.050020423,-0.248194077,-0.012409926,-0.398812415,-0.407477872,0.451361496
America,-1.023188414,-0.743177556,0,-1.522827619,-1.3544935,-1.08216443,-0.484385148,-0.686552776,0,-0.07184907,0
America,0.05668753,-1.877927986,0,-0.613524127,-0.913225985,-0.865667247,-0.17704486,0.613379856,0,-0.625366319,0
America,1.945183594,-0.137186854,0,0.935942548,0.814363345,0.347548527,-0.07195452,1.800863809,0,0.411827194,0
America,-0.33716123,0.442630352,0,-0.014714118,0.387862629,0.202240749,-0.327722789,1.579246482,0,-0.150810233,0
America,-0.480355514,-0.367240253,0,-0.040294525,-0.432891351,-0.570261325,-0.631724865,-0.843185835,0,0.234458279,0
America,0.838778767,1.248193051,0,1.09670871,2.107359518,1.53904189,2.399403893,-0.073890058,0,1.683798572,0
America,1.189977368,1.626476353,0,1.701997019,0.385558567,1.404111719,-0.063655518,-0.418455172,0,1.515394413,0
America,-0.964115918,-0.530298673,0,-1.094694885,-0.805016111,-0.920082766,-0.649912778,-0.957370557,0,-1.366965735,0
America,-0.716096616,0.290790724,0,-0.343075712,-0.288041775,-0.865363096,-1.00614719,-0.291308494,0,-0.699051138,0
America,-0.509709567,0.047740842,0,-0.105517292,0.098524662,0.810595979,1.013143775,-0.722727255,0,-0.931435964,0
