ChinaW,-0.337277587,0.076941912,-0.525994015,-0.137261489,-0.589334591,0.750982251,0.342330359
ChinaW,-0.111616441,0.164892621,-0.632332156,-0.144219052,-1.130785746,0.898371291,0.174588483
ChinaW,0.155074005,0.326135586,0.484218317,-0.146190981,2.298404904,1.553433691,0.174588483
ChinaW,-0.285990963,0.487378551,0.457633782,-0.157464466,0.674051438,0.832865051,0.342330359
ChinaW,0.893601393,-0.084301053,0.63043326,-0.151771914,-0.047883435,1.073054598,0.342330359
ChinaW,1.868047251,-0.011008796,0.63043326,-0.145074795,-0.769818309,1.094890011,0.174588483
ChinaW,1.816760627,-0.142934859,-0.698793493,-0.146042157,-0.769818309,1.395126945,-0.160895269
ChinaW,2.062936423,0.164892621,0.36458791,-0.150246459,-0.047883435,1.165855105,0.510072236
ChinaW,2.86300776,0.194209523,0.205080699,-0.142879628,0.313084001,1.045760331,0.006846607
ChinaW,2.473229416,0.106258815,-0.313317735,-0.154711206,-0.408850872,1.105807718,-0.160895269
ChinaW,2.052679098,-0.011008796,-0.818423901,-0.150172047,-1.311269464,0.920206705,-0.160895269
ChinaW,1.457754258,-0.098959505,-0.379779073,-0.151920739,-1.130785746,1.247737905,-0.160895269
ChinaW,1.37569566,0.282160232,-0.193687327,-0.156794754,-1.491753183,0.756441105,0.342330359
ChinaW,1.109005214,0.179551072,-0.39307134,-0.151809121,-1.130785746,1.067595745,-0.160895269
AmericaW,-0.211929985,-0.11216762,0.025829825,1.169559416,-0.221869597,-0.319987278,1.740366879
AmericaW,-0.199650687,0.622806183,0.701859006,-0.200194855,0.214757126,0.542793235,-0.853555731
AmericaW,-0.194193222,0.187089727,0.105293727,-0.200194855,0.230167481,1.132653382,-0.565342107
AmericaW,-0.204363953,-0.070137094,0.064741352,-0.474145709,-0.149954608,0.40193111,-0.853555731
AmericaW,-0.200394887,0.788266354,0.837814944,-0.200194855,0.707888484,0.806909718,-0.565342107
AmericaW,4.902707404,1.460334469,1.406485815,0.621657708,0.928770238,1.53763199,-0.565342107
AmericaW,-0.203619753,1.725687192,1.567288873,0.073755999,1.288345187,0.921360195,-0.853555731
AmericaW,-0.20386782,1.230427491,1.617920739,0.347706853,1.221566982,0.639635946,-0.853555731
AmericaW,-0.196053722,-0.743045819,-0.941332588,-1.295998272,-0.499255986,-1.059513432,-0.853555731
AmericaW,-0.200518921,-0.777370749,-1.041424288,-1.295998272,0.153115706,-1.262002736,-0.853555731
AmericaW,-0.199650687,-0.628302482,-0.897967332,-1.022047418,-0.83314701,-1.14755226,-0.565342107
AmericaW,-0.186503157,-0.638249707,-0.658638,-0.748096564,-0.658496321,-1.041905667,-0.565342107
AmericaW,-0.176704526,-0.73996358,-0.905233943,-1.022047418,-0.85369415,-1.041905667,-0.565342107
AmericaW,-0.199898754,-0.721189945,-0.837490381,-1.295998272,-0.89478843,-1.015494018,-0.277128484
AmericaW,-0.18699929,-0.802308861,-1.158393275,-0.748096564,-1.182448389,0.076187447,0.875726009
AmericaW,-0.177076626,-0.527289117,-0.890700722,-0.200194855,-0.858830935,0.040971916,0.011085139
AmericaW,-0.196053722,2.962785681,2.624229087,1.169559416,3.620445568,0.806909718,1.740366879
AmericaW,-0.20349572,1.080378512,1.024871562,-0.200194855,-0.524939911,-0.399222223,0.011085139
AmericaW,-0.187247357,-0.71040211,-0.040741703,-0.200194855,-0.345152437,-0.971474604,-0.277128484
AmericaW,-0.18625509,-0.674536061,-0.303746121,0.073755999,0.512690655,2.726156166,0.011085139
AmericaW,-0.201883287,-0.317556791,-0.292260188,-0.474145709,-0.694453816,-1.041905667,-0.277128484
AmericaW,-0.192208689,0.302533573,0.263049496,-0.200194855,0.440775665,-0.909847425,-0.565342107
AmericaW,-0.206968652,-0.39251123,-0.11036052,2.539313688,-0.201322458,-0.311183395,2.893221372
AmericaW,-0.198534388,-0.95558018,-0.963366827,0.621657708,-0.509529556,0.217049572,0.875726009
AmericaW,-0.203247653,-0.789699703,-0.715833257,2.265362833,-0.679043461,0.040971916,1.452153256
AmericaW,-0.185386857,-0.759998131,-0.481895281,0.895608562,-0.211596027,0.630832063,0.299298763
