KoreaR,1.161322437,1.439214258,1.684343879,-0.25240991,1.224083794,0.78486923,-0.719242939,-0.316169736,0.838142398,1.351504393,0.746630445,0.145932506,0.148018238,-0.878923854,1.314949629,0.554817288,-0.466909309,0.687658453
KoreaR,1.519462689,-0.684961176,0.583387311,-0.872536763,-0.383261096,0.492824866,-0.803549803,-0.957673549,-0.327968764,0.551935847,-0.819204244,0.145932506,-0.641412365,0.022083514,0.303449914,0.219129517,-0.284229882,-0.303413185
KoreaR,0.423974858,-1.323145461,0.128644382,1.7134344,-0.591847838,0.940626225,2.012826393,1.718313784,1.032494258,1.788382052,-1.303029569,0.437797518,0.148018238,-1.249926888,0.505749857,1.114296906,-1.268916552,-0.350272364
KoreaR,0.592511447,0.959411474,-0.350032387,0.258034643,-0.751355346,0.025553882,-0.023711306,1.461712259,-0.036440974,1.524606862,0.685052676,0.145932506,-0.246697064,1.082092182,-0.7080498,0.442921364,-0.440175734,-0.387759707
KoreaR,0.213304121,-0.917875148,-0.852642994,-1.260643365,0.050272131,-0.539065223,-1.454293415,-0.49945654,-0.425144695,-0.313576496,-1.039124846,-0.145932506,-1.036127667,-0.66692212,0.7080498,-0.116558254,-0.128284029,0.664228864
KoreaR,2.488548078,-0.191183553,2.617763577,-0.783947212,2.995026129,2.468991734,-0.050057201,-1.159289033,3.364716582,-0.857612826,-0.713642355,0.145932506,-0.246697064,-1.355927755,0.7080498,-1.123621566,0.228163635,2.817408143
KoreaR,-1.366726405,-0.717569132,-0.75690764,0.401465344,-1.123539532,-1.308115384,-0.086941454,2.396474958,-0.716672485,-0.709239281,-0.924766133,0.437797518,-1.036127667,-0.136917786,-0.505749857,-1.235517489,-0.44463133,-0.050373618
KoreaR,0.065834605,1.774610379,-0.134627841,0.266471743,-0.354631543,-0.733761467,-0.289804847,-0.682743344,-1.008200276,-0.569108711,1.18647165,-0.145932506,-0.246697064,-0.931924288,-0.7080498,-0.676037872,0.018750632,-0.130034222
KoreaR,-1.113921521,-0.149259038,0.75092418,0.764260646,-0.141954866,0.609642612,-0.284535668,-0.866030147,0.157910887,0.815711038,-0.46733128,0.145932506,-0.246697064,0.075083947,-0.7080498,0.331025441,0.112318144,0.708745084
KoreaR,0.508243152,-0.843342677,-0.709039963,-0.31146961,-0.714545921,-0.782435527,-0.355669585,-0.572771261,-0.813848415,0.073843315,-0.942359781,-0.145932506,-0.246697064,-0.34891952,-1.112649686,-0.00466233,1.671776672,-0.331528692
KoreaR,0.255438268,1.439214258,0.320115089,-0.535052761,-0.236023396,-0.305429732,-1.035393681,-1.140960353,-0.522320625,-1.261518586,0.773020917,-0.437797518,1.332164143,2.089100417,-0.505749857,-1.123621566,-0.471364905,0.957098733
KoreaR,1.435194394,-0.200500112,-2.192937945,1.430791549,-0.518228988,0.502559678,1.975942139,-0.132882933,-0.619496555,-1.302733459,-0.678455058,-0.145932506,-0.641412365,1.135092616,-0.505749857,-0.228454177,1.796533354,0.668914782
KoreaR,-0.334439795,0.451659013,-0.493635417,0.890817146,0.446995934,-0.042589803,-0.532187083,0.435306159,-0.522320625,-0.519650863,0.060478166,4.232042673,-0.641412365,-0.772922987,1.112649686,-0.116558254,-0.181751178,0.294041349
KoreaR,0.213304121,0.898853841,0.631254988,0.312875793,1.191364306,0.814073667,0.418899734,0.691907684,0.352262747,1.8378399,0.210024175,0.437797518,-0.641412365,-1.355927755,1.517249572,-0.787933795,0.526688553,0.60565489
KoreaR,-1.071787373,0.04173042,0.128644382,-0.648953612,0.172970215,0.083962755,-0.684993275,-0.609428622,-1.008200276,-0.717482256,-0.326582094,-0.145932506,-1.036127667,-0.295919087,0.303449914,-1.459309337,0.45539902,0.420561132
KoreaR,-0.566177605,1.499771891,0.367982766,-0.180694559,0.700571973,-0.003650555,0.076403096,-0.664414663,-0.619496555,0.148030087,0.825801862,-0.145932506,-1.036127667,-0.454920387,2.731049229,-0.564141948,1.047993261,-0.786062729
KoreaR,-0.334439795,-0.04677689,-0.014958649,0.574425895,0.737381398,-0.373573417,0.38201548,0.361991437,-1.105376206,-0.709239281,-0.265004326,-0.72966253,-0.641412365,0.870090449,-0.7080498,-0.787933795,0.005383845,-1.219510136
KoreaR,-0.776848342,-1.891455556,-1.331319762,0.030232942,-0.612297518,-1.006336207,0.260824362,-0.847701467,-1.008200276,-0.940042573,-1.945197728,-0.437797518,-1.430842968,-0.931924288,-1.112649686,-1.459309337,2.424772361,0.298727267
KoreaR,-0.018433689,-0.708252573,0.463718119,0.700982395,-1.303496721,-0.578004472,0.553263799,1.5166983,0.352262747,-0.651538458,0.482725722,-1.021527542,1.332164143,1.612096516,-1.112649686,1.338088753,-0.230762732,-1.104705147
KoreaR,-1.472061773,0.195453642,0.391916604,-0.27350266,-0.375081224,-1.376259069,1.169757746,0.673579003,-0.036440974,-0.255875673,1.529547789,-0.72966253,1.332164143,0.870090449,-0.7080498,1.785672447,-0.689689099,-1.685758968
KoreaR,-1.577397142,-0.698936014,-1.091981378,-1.771087917,-1.094909979,-1.415198318,-0.832530288,-0.132882933,0.255086817,-0.214660799,0.482725722,-1.021527542,0.937448841,0.393086548,-0.101149971,0.554817288,-1.531796704,-2.105148621
KoreaR,0.107968753,-0.689619455,0.918461049,2.194349103,0.676032356,0.229984937,2.199882248,0.563606921,1.324022049,1.582307685,0.11325911,0.145932506,2.121594746,-0.772922987,-0.303449914,0.890505058,-1.812499239,-0.0456877
KoreaR,-0.123769058,-0.815393,-0.493635417,-1.218457864,-1.152169085,-0.665617781,-0.603321,-0.114554252,0.255086817,-0.997743396,-0.133051964,-0.72966253,1.332164143,1.188093049,-1.112649686,0.331025441,0.406387466,0.633770397
KoreaR,-0.229104426,1.178350608,-0.565436933,-1.429385366,1.158644817,2.176947369,-1.293583454,-1.122631672,0.838142398,0.34586148,2.462011143,-0.437797518,1.332164143,0.817090015,0.7080498,2.121360218,-0.743156249,-0.256554006
ChinaR,0.052529021,0.601203989,1.002544156,-0.465989329,-0.165955924,0.541795044,-0.278225097,-0.436356299,0.049881901,-0.124038793,0.792417425,-0.38787577,1.481959762,-0.546514741,1.043627412,-0.285625779,0.567318089,0.137252275
ChinaR,-0.80703677,-0.127640232,-0.089589052,2.058915644,0.413080321,-0.132893124,0.3459111,3.320502621,1.380065934,2.158683349,0.132007595,1.586764512,0.66432679,0.594037762,0.895857159,0.906551387,-0.87288041,-0.75893768
ChinaR,1.045805045,0.530909369,1.116308032,-0.347103668,0.721210323,1.298263596,0.724952718,-0.401278251,1.247047531,-0.168958191,0.233151443,0.176307168,1.481959762,-0.470477908,1.191397665,0.707855192,1.086185819,1.209052589
ChinaR,0.644674343,1.034070861,0.2289498,-0.837742901,-0.668476665,-0.132893124,-0.725665202,-0.439864104,-0.615210115,-0.246546242,1.060151139,-0.458398637,-0.153306182,-0.318404241,-0.286304865,-0.285625779,0.345653831,0.425813898
ChinaR,1.313225513,1.344847077,-0.362622354,1.005928368,0.398604415,1.901393929,-0.244025853,-0.373215813,1.114029127,-0.450725325,0.988755482,3.208790459,1.481959762,-0.318404241,0.157005894,0.608507095,1.125812949,1.261818143
ChinaR,-1.895820105,-0.667798893,-1.750541641,-0.198024825,-1.150317541,-1.38004398,-0.489120433,-0.256288987,-0.748228518,-0.577316356,-0.272567796,-0.38787577,0.66432679,-0.926698909,-0.581845371,0.608507095,-1.848698481,-1.940226519
ChinaR,-1.857617181,-1.326348493,-1.568519439,-0.322571707,-1.1875413,-1.420934172,-0.320974152,-0.443371908,-1.147283728,-0.797829765,-1.188812063,-0.458398637,-0.153306182,-0.850662075,-1.172926383,0.906551387,-1.924237697,-1.926540454
ChinaR,0.300848027,-0.1646374,0.046927599,-0.733953832,-0.668476665,-0.838248936,-1.378300769,0.453456847,-0.482191712,-0.654904407,-0.284467072,-0.38787577,-0.153306182,0.670074596,-0.434075118,-1.279106751,-0.10510477,0.460441293
